degrade_level,geom,mode,select,record_id,yaw_true,pitch_true,neural_yaw_pred,neural_yaw_err,neural_pitch_err,neural_margin,neural_entropy,pdb_top1_yaw_err,pdb_nearest_distance,pdb_margin,pdb_cand_yaw_spread
degraded-mild,G1,joint,final,G1_yaw255_pitch-015,255.0,-15.0,255.809,0.8094,2.0852,0.000203,4.917318,165.0,0.0,0.0,55.608
degraded-mild,G1,joint,final,G1_yaw240_pitch-025,240.0,-25.0,239.422,0.5781,2.2063,0.000144,4.917314,105.0,0.0,0.0,36.1248
degraded-mild,G1,joint,final,G1_yaw115_pitch+035,115.0,35.0,113.935,1.0651,9.6104,0.000699,4.917307,0.0,0.0,0.0,62.6119
degraded-mild,G1,joint,final,G1_yaw040_pitch-075,40.0,-75.0,39.272,0.7275,39.8392,0.000861,4.917093,5.0,0.0,0.0,47.9687
degraded-mild,G1,joint,final,G1_yaw325_pitch-085,325.0,-85.0,326.04,1.0396,50.0522,0.000711,4.917105,110.0,0.0,0.0,60.4338
degraded-mild,G1,joint,final,G1_yaw270_pitch+030,270.0,30.0,271.318,1.3181,4.0481,0.000575,4.917304,140.0,0.0,0.0,61.2862
degraded-mild,G1,joint,final,G1_yaw175_pitch+010,175.0,10.0,174.15,0.8505,2.6474,7.2e-05,4.917319,170.0,0.0,0.0,72.1734
degraded-mild,G1,joint,final,G1_yaw115_pitch+020,115.0,20.0,114.166,0.8336,0.7164,0.000809,4.917317,65.0,0.0,0.0,50.01
degraded-mild,G1,joint,final,G1_yaw135_pitch+030,135.0,30.0,129.973,5.0265,5.7424,0.000854,4.91731,165.0,0.0,0.0,57.4913
degraded-mild,G1,joint,final,G1_yaw025_pitch-080,25.0,-80.0,22.658,2.3424,45.4158,7.7e-05,4.917126,135.0,0.0,0.0,45.2769
degraded-mild,G1,joint,final,G1_yaw080_pitch+010,80.0,10.0,79.035,0.9648,0.0024,0.000747,4.917319,140.0,0.0,0.0,69.7872
degraded-mild,G1,joint,final,G1_yaw200_pitch-045,200.0,-45.0,201.132,1.1324,15.3673,0.000666,4.917273,0.0,0.0,0.0,53.528
degraded-mild,G1,joint,final,G1_yaw195_pitch+050,195.0,50.0,196.598,1.5975,19.6688,0.000441,4.917262,80.0,0.0,0.0,54.4518
degraded-mild,G1,joint,final,G1_yaw195_pitch+040,195.0,40.0,196.49,1.4897,12.0891,0.0002,4.917292,110.0,0.0,0.0,60.9529
degraded-mild,G1,joint,final,G1_yaw220_pitch+030,220.0,30.0,221.808,1.8082,7.2993,9.7e-05,4.917314,175.0,0.0,0.0,61.2291
degraded-mild,G1,joint,final,G1_yaw270_pitch+025,270.0,25.0,271.165,1.165,2.5771,3.8e-05,4.917314,30.0,0.0,0.0,56.116
degraded-mild,G1,joint,final,G1_yaw265_pitch+040,265.0,40.0,265.686,0.686,11.0565,0.000702,4.917282,105.0,0.0,0.0,58.6174
degraded-mild,G1,joint,final,G1_yaw330_pitch-070,330.0,-70.0,328.978,1.0215,37.5246,1.2e-05,4.917213,120.0,0.0,0.0,54.074
degraded-mild,G1,joint,final,G1_yaw250_pitch-060,250.0,-60.0,249.992,0.0077,28.4388,0.000459,4.917238,5.0,0.0,0.0,50.7346
degraded-mild,G1,joint,final,G1_yaw130_pitch+085,130.0,85.0,128.822,1.1782,49.6217,0.000644,4.917079,115.0,0.0,0.0,59.6008
degraded-mild,G1,joint,final,G1_yaw210_pitch-050,210.0,-50.0,210.302,0.3021,21.0677,0.000698,4.917282,60.0,0.0,0.0,49.6513
degraded-mild,G1,joint,final,G1_yaw210_pitch-060,210.0,-60.0,209.689,0.3111,27.1898,0.000152,4.917202,55.0,0.0,0.0,35.4295
degraded-mild,G1,joint,final,G1_yaw280_pitch+010,280.0,10.0,283.417,3.4169,0.3204,0.000448,4.917319,160.0,0.0,0.0,63.1447
degraded-mild,G1,joint,final,G1_yaw130_pitch-010,130.0,-10.0,130.806,0.8061,2.3754,6.1e-05,4.917319,35.0,0.0,0.0,52.747
degraded-mild,G1,joint,final,G1_yaw165_pitch+025,165.0,25.0,161.411,3.5892,4.7588,0.000532,4.917317,175.0,0.0,0.0,61.7171
degraded-mild,G1,joint,final,G1_yaw330_pitch-045,330.0,-45.0,329.261,0.739,17.7321,0.000113,4.917297,10.0,0.0,0.0,48.4794
degraded-mild,G1,joint,final,G1_yaw025_pitch-030,25.0,-30.0,24.431,0.5686,9.1371,0.000796,4.917316,105.0,0.0,0.0,60.5496
degraded-mild,G1,joint,final,G1_yaw210_pitch+040,210.0,40.0,211.498,1.4981,13.1621,0.000322,4.9173,60.0,0.0,0.0,51.7904
degraded-mild,G1,joint,final,G1_yaw280_pitch-080,280.0,-80.0,278.504,1.4959,45.9715,0.000489,4.917154,5.0,0.0,0.0,23.5372
degraded-mild,G1,joint,final,G1_yaw000_pitch+025,0.0,25.0,359.251,0.7487,4.0514,0.000754,4.917316,0.0,0.0,0.0,61.6867
degraded-mild,G1,joint,final,G1_yaw215_pitch+090,215.0,90.0,215.903,0.9028,54.46,0.000777,4.917068,55.0,0.0,0.0,45.2769
degraded-mild,G1,joint,final,G1_yaw070_pitch-090,70.0,-90.0,71.997,1.9971,56.1803,0.000245,4.917163,70.0,0.0,0.0,38.4708
degraded-mild,G1,joint,final,G1_yaw250_pitch+015,250.0,15.0,249.555,0.4446,0.217,0.000996,4.917318,150.0,0.0,0.0,68.244
degraded-mild,G1,joint,final,G1_yaw180_pitch+070,180.0,70.0,181.73,1.7303,36.0742,0.000375,4.917158,95.0,0.0,0.0,53.2353
degraded-mild,G1,joint,final,G1_yaw355_pitch-040,355.0,-40.0,352.926,2.0735,13.1567,0.000207,4.9173,10.0,0.0,0.0,56.8419
degraded-mild,G1,joint,final,G1_yaw080_pitch-050,80.0,-50.0,80.299,0.2993,19.9023,0.001065,4.917266,145.0,0.0,0.0,67.9264
degraded-mild,G1,joint,final,G1_yaw175_pitch-055,175.0,-55.0,175.613,0.6127,23.7405,0.000605,4.917244,75.0,0.0,0.0,50.1597
degraded-mild,G1,joint,final,G1_yaw245_pitch-085,245.0,-85.0,245.022,0.0222,50.5744,0.000934,4.917134,105.0,0.0,0.0,47.2652
degraded-mild,G1,joint,final,G1_yaw345_pitch+065,345.0,65.0,341.448,3.5518,31.2535,0.000512,4.917166,140.0,0.0,0.0,70.429
degraded-mild,G1,joint,final,G1_yaw015_pitch-020,15.0,-20.0,10.236,4.7637,2.5368,1.8e-05,4.917318,80.0,0.0,0.0,39.2588
degraded-mild,G1,joint,final,G1_yaw295_pitch+060,295.0,60.0,295.474,0.4739,27.5821,4e-05,4.917215,175.0,0.0,0.0,76.6306
degraded-mild,G1,joint,final,G1_yaw315_pitch-035,315.0,-35.0,314.466,0.5338,10.3941,0.000953,4.917309,140.0,0.0,0.0,65.3376
degraded-mild,G1,joint,final,G1_yaw190_pitch+045,190.0,45.0,192.429,2.4287,16.0736,3.5e-05,4.917282,105.0,0.0,0.0,76.4853
degraded-mild,G1,joint,final,G1_yaw310_pitch+070,310.0,70.0,312.003,2.0033,35.2483,0.000243,4.917117,175.0,0.0,0.0,60.2516
degraded-mild,G1,joint,final,G1_yaw090_pitch-040,90.0,-40.0,92.728,2.7282,14.9952,0.000112,4.917308,45.0,0.0,0.0,56.1716
degraded-mild,G1,joint,final,G1_yaw265_pitch+085,265.0,85.0,266.224,1.2235,49.4641,0.000622,4.917068,10.0,0.0,0.0,52.9174
degraded-mild,G1,joint,final,G1_yaw225_pitch-010,225.0,-10.0,224.216,0.7844,1.6942,0.000393,4.917319,145.0,0.0,0.0,62.1711
degraded-mild,G1,joint,final,G1_yaw290_pitch-060,290.0,-60.0,292.217,2.2171,27.4594,2e-05,4.917211,0.0,0.0,0.0,4.6098
degraded-mild,G1,joint,final,G1_yaw065_pitch+020,65.0,20.0,66.387,1.3873,0.7922,0.000542,4.917317,95.0,0.0,0.0,30.9233
degraded-mild,G1,joint,final,G1_yaw315_pitch+040,315.0,40.0,314.263,0.7373,12.0279,0.000231,4.917291,30.0,0.0,0.0,67.7569
degraded-mild,G1,joint,final,G1_yaw285_pitch+030,285.0,30.0,286.11,1.1098,4.1128,0.000676,4.917305,165.0,0.0,0.0,48.2183
degraded-mild,G1,joint,final,G1_yaw155_pitch-075,155.0,-75.0,159.573,4.5734,38.2121,0.000348,4.916967,5.0,0.0,0.0,67.0839
degraded-mild,G1,joint,final,G1_yaw265_pitch-075,265.0,-75.0,264.812,0.1878,41.2218,0.000623,4.917165,80.0,0.0,0.0,57.7927
degraded-mild,G1,joint,final,G1_yaw195_pitch-025,195.0,-25.0,194.423,0.5774,3.0487,0.000268,4.917315,95.0,0.0,0.0,62.5879
degraded-mild,G1,joint,final,G1_yaw045_pitch-025,45.0,-25.0,47.412,2.4122,5.2636,4.3e-05,4.917317,175.0,0.0,0.0,71.9444
degraded-mild,G1,joint,final,G1_yaw210_pitch-070,210.0,-70.0,210.125,0.1252,35.6765,0.000886,4.917139,15.0,0.0,0.0,59.6741
degraded-mild,G1,joint,final,G1_yaw110_pitch+050,110.0,50.0,111.535,1.5351,18.524,0.000469,4.91724,110.0,0.0,0.0,66.4549
degraded-mild,G1,joint,final,G1_yaw245_pitch+050,245.0,50.0,245.15,0.1501,19.6859,0.001058,4.917263,0.0,0.0,0.0,54.461
degraded-mild,G1,joint,final,G1_yaw015_pitch+050,15.0,50.0,8.877,6.1227,19.1901,0.00067,4.917254,135.0,0.0,0.0,58.243
degraded-mild,G1,joint,final,G1_yaw230_pitch+015,230.0,15.0,230.473,0.4734,2.6016,5e-05,4.917318,175.0,0.0,0.0,63.9551
degraded-mild,G1,joint,final,G1_yaw300_pitch+035,300.0,35.0,300.905,0.9048,9.3468,0.000775,4.917306,170.0,0.0,0.0,51.5
degraded-mild,G1,joint,final,G1_yaw105_pitch-015,105.0,-15.0,105.541,0.5411,1.8674,0.000309,4.917318,90.0,0.0,0.0,61.9355
degraded-mild,G1,joint,final,G1_yaw070_pitch-045,70.0,-45.0,71.718,1.718,18.3168,0.00038,4.9173,25.0,0.0,0.0,62.8411
degraded-mild,G1,joint,final,G1_yaw260_pitch-005,260.0,-5.0,263.06,3.0602,0.6316,0.000274,4.917319,60.0,0.0,0.0,53.8888
degraded-mild,G1,joint,final,G1_yaw300_pitch+060,300.0,60.0,301.09,1.0904,27.5737,3.6e-05,4.917214,65.0,0.0,0.0,56.8353
degraded-mild,G1,joint,final,G1_yaw015_pitch-055,15.0,-55.0,10.608,4.3916,22.7193,0.000107,4.917219,105.0,0.0,0.0,59.2052
degraded-mild,G1,joint,final,G1_yaw040_pitch+045,40.0,45.0,39.038,0.962,14.6683,0.000748,4.917262,35.0,0.0,0.0,54.5642
degraded-mild,G1,joint,final,G1_yaw295_pitch+090,295.0,90.0,299.295,4.2946,55.7747,0.000838,4.917144,170.0,0.0,0.0,57.717
degraded-mild,G1,joint,final,G1_yaw115_pitch-075,115.0,-75.0,111.308,3.6924,42.1525,0.000169,4.917201,10.0,0.0,0.0,74.3993
degraded-mild,G1,joint,final,G1_yaw055_pitch-010,55.0,-10.0,57.873,2.8727,0.6004,0.000182,4.917319,5.0,0.0,0.0,2.2913
degraded-mild,G1,joint,final,G1_yaw190_pitch+060,190.0,60.0,192.368,2.3678,27.8462,6.4e-05,4.917222,75.0,0.0,0.0,66.1079
degraded-mild,G1,joint,final,G1_yaw010_pitch-040,10.0,-40.0,7.98,2.02,13.3074,0.000233,4.9173,100.0,0.0,0.0,54.5642
degraded-mild,G1,joint,final,G1_yaw210_pitch-030,210.0,-30.0,208.698,1.3023,7.6476,7.2e-05,4.917314,15.0,0.0,0.0,59.6741
degraded-mild,G1,joint,final,G1_yaw190_pitch-020,190.0,-20.0,189.718,0.2825,4.1715,0.000813,4.917318,85.0,0.0,0.0,56.8968
degraded-mild,G1,joint,final,G1_yaw010_pitch+080,10.0,80.0,10.177,0.1774,45.5475,0.000947,4.917133,165.0,0.0,0.0,64.0722
degraded-mild,G1,joint,final,G1_yaw065_pitch-080,65.0,-80.0,67.063,2.0626,45.119,0.000214,4.917109,175.0,0.0,0.0,84.5296
degraded-mild,G1,joint,final,G1_yaw270_pitch-010,270.0,-10.0,270.601,0.6011,3.0651,0.000276,4.917319,110.0,0.0,0.0,40.9909
degraded-mild,G1,joint,final,G1_yaw150_pitch+035,150.0,35.0,148.096,1.9038,9.0274,0.000291,4.917304,60.0,0.0,0.0,50.2394
degraded-mild,G1,joint,final,G1_yaw030_pitch-065,30.0,-65.0,28.695,1.3054,31.4001,0.000535,4.917173,55.0,0.0,0.0,42.7902
degraded-mild,G1,joint,final,G1_yaw325_pitch-090,325.0,-90.0,324.871,0.1292,55.5493,0.000946,4.917133,180.0,0.0,0.0,49.3483
degraded-mild,G1,joint,final,G1_yaw190_pitch-050,190.0,-50.0,191.355,1.3552,19.4028,0.000558,4.917258,85.0,0.0,0.0,65.5668
degraded-mild,G1,joint,final,G1_yaw295_pitch+080,295.0,80.0,296.043,1.0435,44.8372,0.000709,4.917092,5.0,0.0,0.0,71.1003
degraded-mild,G1,joint,final,G1_yaw220_pitch-070,220.0,-70.0,219.748,0.2516,35.6235,0.000911,4.917137,125.0,0.0,0.0,48.013
degraded-mild,G1,joint,final,G1_yaw185_pitch-060,185.0,-60.0,187.966,2.9655,26.9247,0.000226,4.917193,0.0,0.0,0.0,62.6279
degraded-mild,G1,joint,final,G1_yaw310_pitch+060,310.0,60.0,310.68,0.6796,26.7703,0.000356,4.917187,165.0,0.0,0.0,52.3355
degraded-mild,G1,joint,final,G1_yaw245_pitch+080,245.0,80.0,244.701,0.299,45.3174,0.001056,4.917121,85.0,0.0,0.0,53.2471
degraded-mild,G1,joint,final,G1_yaw045_pitch-070,45.0,-70.0,45.54,0.54,34.9609,0.000951,4.9171,0.0,0.0,0.0,69.19
degraded-mild,G1,joint,final,G1_yaw060_pitch-090,60.0,-90.0,64.398,4.3977,55.2553,0.000921,4.917117,5.0,1e-06,3e-06,2.4495
degraded-mild,G1,joint,final,G1_yaw125_pitch+060,125.0,60.0,122.649,2.3506,27.2545,7.2e-05,4.917204,20.0,0.0,0.0,72.4034
degraded-mild,G3,ocs_only,best,G3_yaw260_pitch-065,260.0,-65.0,224.428,35.5723,72.9833,0.000236,4.917319,0.0,1e-06,0.0,2.4495
degraded-mild,G3,ocs_only,best,G3_yaw300_pitch+055,300.0,55.0,213.08,86.9195,17.9641,0.000225,4.916943,30.0,0.0,0.0,74.9333
degraded-mild,G3,ocs_only,best,G3_yaw140_pitch+000,140.0,0.0,241.967,101.9669,8.3901,0.000259,4.917319,105.0,2e-06,1e-06,41.0609
degraded-mild,G3,ocs_only,best,G3_yaw165_pitch+055,165.0,55.0,145.606,19.3936,9.7753,0.000919,4.914536,30.0,2e-06,1e-06,51.9615
degraded-mild,G3,ocs_only,best,G3_yaw170_pitch-040,170.0,-40.0,193.547,23.5468,25.4521,0.000511,4.917318,0.0,0.0,1e-06,55.7696
degraded-mild,G3,ocs_only,best,G3_yaw315_pitch-020,315.0,-20.0,242.617,72.3834,18.2307,5.7e-05,4.917319,0.0,2e-06,0.0,36.1248
degraded-mild,G3,ocs_only,best,G3_yaw130_pitch+035,130.0,35.0,162.768,32.7679,16.9622,0.00013,4.917318,0.0,2e-06,2e-06,37.5
degraded-mild,G3,ocs_only,best,G3_yaw020_pitch-005,20.0,-5.0,24.586,4.5856,6.5847,0.000447,4.917319,0.0,1e-06,0.0,24.0
degraded-mild,G3,ocs_only,best,G3_yaw255_pitch-005,255.0,-5.0,229.484,25.5157,17.5509,2.5e-05,4.917314,0.0,0.0,0.0,52.6213
degraded-mild,G3,ocs_only,best,G3_yaw190_pitch-055,190.0,-55.0,196.061,6.0606,46.9495,0.000269,4.917319,175.0,0.0,0.0,86.5173
degraded-mild,G3,ocs_only,best,G3_yaw345_pitch-080,345.0,-80.0,340.999,4.0012,65.966,0.000729,4.917318,0.0,4e-06,0.0,86.4349
degraded-mild,G3,ocs_only,best,G3_yaw160_pitch-080,160.0,-80.0,208.719,48.7189,87.6283,6.3e-05,4.917319,0.0,6e-06,6e-06,38.6135
degraded-mild,G3,ocs_only,best,G3_yaw320_pitch-020,320.0,-20.0,5.8,45.8005,34.2117,0.000825,4.917318,0.0,6e-06,1e-06,29.4279
degraded-mild,G3,ocs_only,best,G3_yaw085_pitch+050,85.0,50.0,90.759,5.7593,62.4368,3.1e-05,4.917318,0.0,0.0,0.0,1.5
degraded-mild,G3,ocs_only,best,G3_yaw015_pitch+020,15.0,20.0,13.745,1.2549,23.2754,0.000378,4.917319,75.0,0.0,1e-06,23.4521
degraded-mild,G3,ocs_only,best,G3_yaw175_pitch-015,175.0,-15.0,195.184,20.1842,9.4713,0.000956,4.917319,0.0,0.0,0.0,20.0
degraded-mild,G3,ocs_only,best,G3_yaw320_pitch-065,320.0,-65.0,355.165,35.1654,55.7355,0.000857,4.917319,0.0,1e-06,1e-06,0.0
degraded-mild,G3,ocs_only,best,G3_yaw245_pitch+075,245.0,75.0,239.453,5.5469,61.2693,0.0006,4.917318,70.0,4e-06,1.1e-05,41.9524
degraded-mild,G3,ocs_only,best,G3_yaw120_pitch+085,120.0,85.0,231.969,111.9693,87.0976,0.000195,4.917319,5.0,0.0,0.0,68.3667
degraded-mild,G3,ocs_only,best,G3_yaw085_pitch-060,85.0,-60.0,89.107,4.1068,44.7477,0.000782,4.917318,0.0,0.0,0.0,1.5
degraded-mild,G3,ocs_only,best,G3_yaw175_pitch+080,175.0,80.0,216.876,41.876,87.4506,2.4e-05,4.917319,0.0,1e-06,0.0,39.0
degraded-mild,G3,ocs_only,best,G3_yaw200_pitch+005,200.0,5.0,246.393,46.3926,2.5633,3.1e-05,4.917319,5.0,1e-06,1e-06,69.4352
degraded-mild,G3,ocs_only,best,G3_yaw160_pitch-070,160.0,-70.0,312.501,152.5009,75.0391,0.0,4.917319,0.0,1.9e-05,6e-06,73.5544
degraded-mild,G3,ocs_only,best,G3_yaw135_pitch-080,135.0,-80.0,223.995,88.995,22.6591,7.8e-05,4.888757,100.0,1.3e-05,5e-06,2.4495
degraded-mild,G3,ocs_only,best,G3_yaw250_pitch+080,250.0,80.0,244.402,5.5983,64.9583,0.000923,4.917318,25.0,1e-06,3e-06,65.9185
degraded-mild,G3,ocs_only,best,G3_yaw020_pitch+065,20.0,65.0,25.762,5.7618,76.3858,0.000543,4.917319,0.0,0.0,1e-06,0.0
degraded-mild,G3,ocs_only,best,G3_yaw320_pitch+005,320.0,5.0,194.598,125.4015,23.6244,0.000549,4.917317,0.0,7e-06,1e-06,21.0
degraded-mild,G3,ocs_only,best,G3_yaw115_pitch-085,115.0,-85.0,356.443,118.5572,98.1357,0.000309,4.917318,5.0,1e-06,0.0,56.7032
degraded-mild,G3,ocs_only,best,G3_yaw325_pitch+010,325.0,10.0,354.054,29.054,36.6209,0.000429,4.917301,0.0,1e-06,2e-06,4.0311
degraded-mild,G3,ocs_only,best,G3_yaw255_pitch+015,255.0,15.0,238.017,16.983,38.7442,0.000252,4.917312,30.0,1e-06,0.0,44.8581
degraded-mild,G3,ocs_only,best,G3_yaw185_pitch+060,185.0,60.0,175.883,9.1172,68.6592,0.000565,4.917319,0.0,0.0,0.0,37.55
degraded-mild,G3,ocs_only,best,G3_yaw280_pitch+030,280.0,30.0,296.756,16.7559,29.1651,0.000363,4.917319,0.0,0.0,0.0,75.0683
degraded-mild,G3,ocs_only,best,G3_yaw045_pitch-035,45.0,-35.0,60.979,15.9791,55.3667,0.00074,4.917316,0.0,0.0,2e-06,0.0
degraded-mild,G3,ocs_only,best,G3_yaw055_pitch+005,55.0,5.0,25.16,29.8398,12.3437,7.7e-05,4.917319,0.0,8e-06,1e-06,32.3419
degraded-mild,G3,ocs_only,best,G3_yaw110_pitch-055,110.0,-55.0,176.607,66.607,60.048,0.000436,4.917319,0.0,0.0,0.0,3.9051
degraded-mild,G3,ocs_only,best,G3_yaw330_pitch-075,330.0,-75.0,348.399,18.3987,44.8661,0.000439,4.917266,0.0,2.3e-05,2e-06,85.7321
degraded-mild,G3,ocs_only,best,G3_yaw310_pitch-020,310.0,-20.0,211.127,98.8731,5.4282,0.000669,4.917318,0.0,2e-06,4e-06,54.0578
degraded-mild,G3,ocs_only,best,G3_yaw270_pitch+045,270.0,45.0,116.193,153.807,32.8141,0.000153,4.917319,0.0,0.0,0.0,85.5643
degraded-mild,G3,ocs_only,best,G3_yaw095_pitch-020,95.0,-20.0,160.915,65.9149,31.7387,0.000371,4.917319,0.0,0.0,0.0,80.0141
degraded-mild,G3,ocs_only,best,G3_yaw350_pitch-045,350.0,-45.0,356.625,6.6253,51.1662,0.000426,4.917319,0.0,0.0,0.0,0.0
degraded-mild,G3,ocs_only,best,G3_yaw010_pitch-010,10.0,-10.0,233.178,136.8223,13.4836,0.00033,4.917319,0.0,0.0,0.0,68.0
degraded-mild,G3,ocs_only,best,G3_yaw240_pitch+030,240.0,30.0,226.32,13.6805,14.2655,0.000575,4.917318,5.0,0.0,0.0,76.9497
degraded-mild,G3,ocs_only,best,G3_yaw250_pitch+085,250.0,85.0,245.687,4.3131,69.3973,0.00088,4.917318,180.0,1.2e-05,0.0,70.7884
degraded-mild,G3,ocs_only,best,G3_yaw095_pitch+025,95.0,25.0,133.339,38.3386,17.6347,6.6e-05,4.917319,120.0,5e-06,1e-06,61.8648
degraded-mild,G3,ocs_only,best,G3_yaw065_pitch-015,65.0,-15.0,71.822,6.822,21.0335,0.000331,4.917319,170.0,1e-06,3e-06,86.0291
degraded-mild,G3,ocs_only,best,G3_yaw075_pitch-070,75.0,-70.0,218.03,143.0304,77.2345,0.000129,4.917319,0.0,1e-06,1e-06,85.7321
degraded-mild,G3,ocs_only,best,G3_yaw180_pitch+015,180.0,15.0,190.579,10.5793,14.2091,0.00083,4.917319,75.0,1e-06,0.0,74.8732
degraded-mild,G3,ocs_only,best,G3_yaw295_pitch-085,295.0,-85.0,308.879,13.8792,56.9195,0.000283,4.91729,10.0,2e-06,3e-06,45.8694
degraded-mild,G3,ocs_only,best,G3_yaw205_pitch+075,205.0,75.0,196.287,8.7128,86.9896,0.000249,4.917319,15.0,0.0,0.0,20.8567
degraded-mild,G3,ocs_only,best,G3_yaw335_pitch-070,335.0,-70.0,344.808,9.8084,62.9828,0.000236,4.917319,0.0,4e-06,2e-06,4.0
degraded-mild,G3,ocs_only,best,G3_yaw165_pitch-005,165.0,-5.0,170.371,5.3714,18.6928,0.000582,4.917312,30.0,1e-06,1e-06,14.6969
degraded-mild,G3,ocs_only,best,G3_yaw295_pitch+000,295.0,0.0,188.775,106.225,15.817,0.000621,4.917318,110.0,1e-06,0.0,38.9358
degraded-mild,G3,ocs_only,best,G3_yaw170_pitch+060,170.0,60.0,207.736,37.7358,67.2368,0.000114,4.917319,0.0,1e-06,0.0,64.7862
degraded-mild,G3,ocs_only,best,G3_yaw195_pitch+045,195.0,45.0,211.796,16.796,44.0152,0.000343,4.917319,0.0,0.0,0.0,68.0
degraded-mild,G3,ocs_only,best,G3_yaw120_pitch+075,120.0,75.0,157.715,37.7148,25.6156,0.000105,4.910582,10.0,0.0,0.0,63.8847
degraded-mild,G3,ocs_only,best,G3_yaw320_pitch+020,320.0,20.0,358.029,38.0294,31.0351,0.000258,4.917319,0.0,4e-06,3e-06,6.0
degraded-mild,G3,ocs_only,best,G3_yaw075_pitch-025,75.0,-25.0,89.825,14.825,22.0861,0.000203,4.917319,0.0,0.0,0.0,44.8581
degraded-mild,G3,ocs_only,best,G3_yaw230_pitch-035,230.0,-35.0,165.499,64.5013,60.4075,0.00097,4.917307,0.0,1e-06,0.0,73.3212
degraded-mild,G3,ocs_only,best,G3_yaw015_pitch+010,15.0,10.0,5.377,9.6235,5.0919,0.001028,4.917319,0.0,0.0,0.0,37.4199
degraded-mild,G3,ocs_only,best,G3_yaw285_pitch-040,285.0,-40.0,265.681,19.3186,30.1229,0.000883,4.917319,5.0,0.0,0.0,76.7529
degraded-mild,G3,ocs_only,best,G3_yaw145_pitch-030,145.0,-30.0,148.667,3.6671,3.0845,0.000285,4.917192,10.0,1e-06,7e-06,5.0
degraded-mild,G3,ocs_only,best,G3_yaw020_pitch-060,20.0,-60.0,23.341,3.3405,51.4217,0.000409,4.917319,0.0,0.0,0.0,2.4495
degraded-mild,G3,ocs_only,best,G3_yaw160_pitch-055,160.0,-55.0,355.648,164.3517,37.0818,0.000204,4.917318,165.0,1e-06,2e-06,49.9224
degraded-mild,G3,ocs_only,best,G3_yaw145_pitch+090,145.0,90.0,138.442,6.5577,144.2504,0.000461,4.90039,0.0,6e-06,8e-06,5.0
degraded-mild,G3,ocs_only,best,G3_yaw060_pitch+065,60.0,65.0,65.541,5.5414,45.049,0.00095,4.917317,5.0,7e-06,0.0,2.4495
degraded-mild,G3,ocs_only,best,G3_yaw150_pitch-075,150.0,-75.0,140.036,9.964,28.4651,0.000472,4.913607,0.0,5.4e-05,0.000249,84.9426
degraded-mild,G3,ocs_only,best,G3_yaw175_pitch+015,175.0,15.0,207.785,32.7852,28.5351,0.000139,4.917318,50.0,0.0,1e-06,65.0846
degraded-mild,G3,ocs_only,best,G3_yaw330_pitch-055,330.0,-55.0,354.255,24.2554,37.9487,0.000219,4.917318,0.0,1.4e-05,0.0,87.5
degraded-mild,G3,ocs_only,best,G3_yaw325_pitch-050,325.0,-50.0,351.667,26.6674,26.3497,0.000405,4.917312,0.0,0.0,1e-06,4.0
degraded-mild,G3,ocs_only,best,G3_yaw145_pitch-035,145.0,-35.0,145.941,0.9414,0.3087,0.000758,4.91712,10.0,1e-06,1e-06,4.899
degraded-mild,G3,ocs_only,best,G3_yaw095_pitch+005,95.0,5.0,201.548,106.5484,15.1707,0.000465,4.917319,115.0,0.0,0.0,0.0
degraded-mild,G3,ocs_only,best,G3_yaw020_pitch+085,20.0,85.0,26.235,6.2348,97.4628,1.8e-05,4.917318,0.0,1e-06,0.0,24.0
degraded-mild,G3,ocs_only,best,G3_yaw095_pitch+050,95.0,50.0,196.484,101.484,23.2681,0.000373,4.9173,0.0,0.0,1e-06,77.7239
degraded-mild,G3,ocs_only,best,G3_yaw325_pitch+055,325.0,55.0,349.111,24.1109,64.6984,0.000784,4.917319,0.0,2e-06,7e-06,80.5233
degraded-mild,G3,ocs_only,best,G3_yaw145_pitch+035,145.0,35.0,141.943,3.0571,7.1075,0.00019,4.915966,10.0,0.0,1e-06,4.5826
degraded-mild,G3,ocs_only,best,G3_yaw285_pitch+005,285.0,5.0,179.28,105.7195,22.0173,0.000236,4.917318,100.0,0.0,1e-06,20.4695
degraded-mild,G3,ocs_only,best,G3_yaw040_pitch-005,40.0,-5.0,49.881,9.8806,15.739,0.000856,4.917319,0.0,1e-06,0.0,1.5
degraded-mild,G3,ocs_only,best,G3_yaw165_pitch-020,165.0,-20.0,171.407,6.4068,2.9921,0.00024,4.917313,0.0,1e-06,1e-06,12.0
degraded-mild,G3,ocs_only,best,G3_yaw000_pitch+040,0.0,40.0,353.121,6.8791,29.8931,0.000304,4.917319,0.0,0.0,0.0,2.2913
degraded-mild,G3,ocs_only,best,G3_yaw240_pitch+020,240.0,20.0,237.605,2.3953,15.4752,5.1e-05,4.917319,5.0,2e-06,0.0,50.5495
degraded-mild,G3,ocs_only,best,G3_yaw185_pitch+000,185.0,0.0,184.06,0.9399,16.2369,0.000615,4.917318,0.0,0.0,0.0,38.1969
degraded-mild,G3,ocs_only,best,G3_yaw295_pitch-050,295.0,-50.0,295.71,0.7104,37.3184,8.9e-05,4.917318,0.0,0.0,0.0,51.5776
degraded-mild,G3,ocs_only,best,G3_yaw130_pitch+050,130.0,50.0,142.641,12.6413,3.63,6.9e-05,4.902165,0.0,0.0,0.0,53.854
